"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"6672","S3R995_M3080112","LSD","S3R995 - Persons with disposable income lower than that needed to make ends meet","S3R995 - Asmenys, kuriu pinigines disponuojamosios pajamos mažesnes už suma, reikalinga iprastiems poreikiams patenkinti","Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R995_M3080112(1.0)",FALSE,FALSE,NA,NA,"M3080112"
"6673","S3R995_M3080119","LSD","S3R995 - Persons with disposable income lower than that needed to make ends meet","S3R995 - Asmenys, kuriu pinigines disponuojamosios pajamos mažesnes už suma, reikalinga iprastiems poreikiams patenkinti","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R995_M3080119(1.0)",FALSE,FALSE,NA,NA,"M3080119"
"6674","S3R996_M3080115","LSD","S3R996 - Amount of money needed to make ends meet, per capita per month","S3R996 - Mažiausia pinigu suma reikalinga iprastiems poreikiams patenkinti vienam asmeniui per menesi","Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Gyvenamoji vietove (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R996_M3080115(1.0)",FALSE,FALSE,NA,NA,"M3080115"
"6675","S3R996_M3080116","LSD","S3R996 - Amount of money needed to make ends meet, per capita per month","S3R996 - Mažiausia pinigu suma reikalinga iprastiems poreikiams patenkinti vienam asmeniui per menesi","Type of household (2005 - 2017) (Was renewed: 2018-08-24)","Namu ukio tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R996_M3080116(1.0)",FALSE,FALSE,NA,NA,"M3080116"
"6676","S3R996_M3080117","LSD","S3R996 - Amount of money needed to make ends meet, per capita per month","S3R996 - Mažiausia pinigu suma reikalinga iprastiems poreikiams patenkinti vienam asmeniui per menesi","Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R996_M3080117(1.0)",FALSE,FALSE,NA,NA,"M3080117"
"6677","S3R996_M3080118","LSD","S3R996 - Amount of money needed to make ends meet, per capita per month","S3R996 - Mažiausia pinigu suma reikalinga iprastiems poreikiams patenkinti vienam asmeniui per menesi","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R996_M3080118(1.0)",FALSE,FALSE,NA,NA,"M3080118"
"6678","S3R997_M3080406","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Place of residence (2008 - 2017) (Was renewed: 2018-08-24)","Gyvenamoji vietove (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080406(1.0)",FALSE,FALSE,NA,NA,"M3080406"
"6679","S3R997_M3080407","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Type of household (2008 - 2017) (Was renewed: 2018-08-24)","Namu ukio tipas (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080407(1.0)",FALSE,FALSE,NA,NA,"M3080407"
"6680","S3R997_M3080408","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Income quintile groups (2008 - 2017) (Was renewed: 2018-08-24)","Pajamu kvintilines grupes (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080408(1.0)",FALSE,FALSE,NA,NA,"M3080408"
"6681","S3R997_M3080409","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Above/below the at-risk-of-poverty threshold (2008 - 2017) (Was renewed: 2018-08-24)","Aukšciau/žemiau skurdo rizikos ribos (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080409(1.0)",FALSE,FALSE,NA,NA,"M3080409"
"6682","S3R997_M3080410","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Type of dwelling (2008 - 2017) (Was renewed: 2018-08-24)","Busto tipas (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080410(1.0)",FALSE,FALSE,NA,NA,"M3080410"
"6683","S3R997_M3080412","LSD","S3R997 - Persons living in dwellings which are considred to be overcrowed","S3R997 - Asmenys gyvenantys perpildytais laikomuose bustuose","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R997_M3080412(1.0)",FALSE,FALSE,NA,NA,"M3080412"
"6684","S3R998_M3080235","LSD","S3R998 - Distribution of persons by number of deprivation indicators in the dwelling dimension","S3R998 - Asmenu pasiskirstymas pagal busto problemu, su kuriomis susiduria namu ukis, skaiciu","Number of material deprivation | Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Busto problemu skaicius | Gyvenamoji vietove (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R998_M3080235(1.0)",FALSE,FALSE,NA,NA,"M3080235"
"6685","S3R998_M3080236","LSD","S3R998 - Distribution of persons by number of deprivation indicators in the dwelling dimension","S3R998 - Asmenu pasiskirstymas pagal busto problemu, su kuriomis susiduria namu ukis, skaiciu","Counties | Number of material deprivation (2008 - 2017) (Was renewed: 2018-08-24)","Apskritys | Busto problemu skaicius (2008 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R998_M3080236(1.0)",FALSE,FALSE,NA,NA,"M3080236"
"6686","S3R998_M3080237","LSD","S3R998 - Distribution of persons by number of deprivation indicators in the dwelling dimension","S3R998 - Asmenu pasiskirstymas pagal busto problemu, su kuriomis susiduria namu ukis, skaiciu","Number of material deprivation | Type of household (2005 - 2017) (Was renewed: 2018-08-24)","Busto problemu skaicius | Namu ukio tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R998_M3080237(1.0)",FALSE,FALSE,NA,NA,"M3080237"
"6687","S3R998_M3080238","LSD","S3R998 - Distribution of persons by number of deprivation indicators in the dwelling dimension","S3R998 - Asmenu pasiskirstymas pagal busto problemu, su kuriomis susiduria namu ukis, skaiciu","Income quintile groups | Number of material deprivation (2005 - 2017) (Was renewed: 2018-08-24)","Busto problemu skaicius | Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R998_M3080238(1.0)",FALSE,FALSE,NA,NA,"M3080238"
"6688","S3R999_M3080228","LSD","S3R999 - Share of disposable income spent on housing maintenance","S3R999 - Disponuojamuju pajamu dalis, skirta bustui išlaikyti","Above/below the at-risk-of-poverty threshold | Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Aukšciau/žemiau skurdo rizikos ribos | Gyvenamoji vietove (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R999_M3080228(1.0)",FALSE,FALSE,NA,NA,"M3080228"
"6689","S3R999_M3080229","LSD","S3R999 - Share of disposable income spent on housing maintenance","S3R999 - Disponuojamuju pajamu dalis, skirta bustui išlaikyti","Above/below the at-risk-of-poverty threshold | Type of household (2005 - 2017) (Was renewed: 2018-08-24)","Aukšciau/žemiau skurdo rizikos ribos | Namu ukio tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R999_M3080229(1.0)",FALSE,FALSE,NA,NA,"M3080229"
"6690","S3R999_M3080252","LSD","S3R999 - Share of disposable income spent on housing maintenance","S3R999 - Disponuojamuju pajamu dalis, skirta bustui išlaikyti","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R999_M3080252(1.0)",FALSE,FALSE,NA,NA,"M3080252"
"6691","S3R0001_M3080231","LSD","S3R0001 - Burden of repayment of a loan on households","S3R0001 - Paskolos gražinimo našta namu ukiui","Burden | Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Gyvenamoji vietove | Naštos dydis (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0001_M3080231(1.0)",FALSE,FALSE,NA,NA,"M3080231"
"6692","S3R0001_M3080232","LSD","S3R0001 - Burden of repayment of a loan on households","S3R0001 - Paskolos gražinimo našta namu ukiui","Burden | Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Naštos dydis | Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0001_M3080232(1.0)",FALSE,FALSE,NA,NA,"M3080232"
"6693","S3R0001_M3080253","LSD","S3R0001 - Burden of repayment of a loan on households","S3R0001 - Paskolos gražinimo našta namu ukiui","Burden | Regions (2008 - 2017) (Was renewed: 2018-10-03)","Naštos dydis | Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0001_M3080253(1.0)",FALSE,FALSE,NA,NA,"M3080253"
"6694","S3R0002_M3080401","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Gyvenamoji vietove (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080401(1.0)",FALSE,FALSE,NA,NA,"M3080401"
"6695","S3R0002_M3080402","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Type of household (2005 - 2017) (Was renewed: 2018-08-24)","Namu ukio tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080402(1.0)",FALSE,FALSE,NA,NA,"M3080402"
"6696","S3R0002_M3080403","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080403(1.0)",FALSE,FALSE,NA,NA,"M3080403"
"6697","S3R0002_M3080404","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Above/below the at-risk-of-poverty threshold (2005 - 2017) (Was renewed: 2018-08-24)","Aukšciau/žemiau skurdo rizikos ribos (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080404(1.0)",FALSE,FALSE,NA,NA,"M3080404"
"6698","S3R0002_M3080405","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Type of dwelling (2005 - 2017) (Was renewed: 2018-08-24)","Busto tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080405(1.0)",FALSE,FALSE,NA,NA,"M3080405"
"6699","S3R0002_M3080411","LSD","S3R0002 - Average number of rooms in the dwelling","S3R0002 - Vidutinis kambariu skaicius buste","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0002_M3080411(1.0)",FALSE,FALSE,NA,NA,"M3080411"
"6700","S3R0003_M3080239","LSD","S3R0003 - Households having to repay a loan","S3R0003 - Namu ukiai, turintys gražinti paskolas","Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Gyvenamoji vietove (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0003_M3080239(1.0)",FALSE,FALSE,NA,NA,"M3080239"
"6701","S3R0003_M3080240","LSD","S3R0003 - Households having to repay a loan","S3R0003 - Namu ukiai, turintys gražinti paskolas","Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Pajamu kvintilines grupes (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0003_M3080240(1.0)",FALSE,FALSE,NA,NA,"M3080240"
"6702","S3R0003_M3080241","LSD","S3R0003 - Households having to repay a loan","S3R0003 - Namu ukiai, turintys gražinti paskolas","Type of household (2005 - 2017) (Was renewed: 2018-08-24)","Namu ukio tipas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0003_M3080241(1.0)",FALSE,FALSE,NA,NA,"M3080241"
"6703","S3R0003_M3080251","LSD","S3R0003 - Households having to repay a loan","S3R0003 - Namu ukiai, turintys gražinti paskolas","Regions (2008 - 2017) (Was renewed: 2018-10-03)","Regionai (2008 - 2017) (Atnaujinta: 2018-10-03)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0003_M3080251(1.0)",FALSE,FALSE,NA,NA,"M3080251"
"6704","S3R0004_M3080242","LSD","S3R0004 - Share of persons living at risk of poverty or social exclusion","S3R0004 - Asmenys, gyvenantys skurdo rizikoje ar socialineje atskirtyje","Place of residence (2008 - 2017) (Was renewed: 2018-08-13)","Gyvenamoji vietove (2008 - 2017) (Atnaujinta: 2018-08-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0004_M3080242(1.0)",FALSE,FALSE,NA,NA,"M3080242"
"6705","S3R0004_M3080243","LSD","S3R0004 - Share of persons living at risk of poverty or social exclusion","S3R0004 - Asmenys, gyvenantys skurdo rizikoje ar socialineje atskirtyje","Type of household (2008 - 2017) (Was renewed: 2018-08-13)","Namu ukio tipas (2008 - 2017) (Atnaujinta: 2018-08-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0004_M3080243(1.0)",FALSE,FALSE,NA,NA,"M3080243"
"6706","S3R0004_M3080244","LSD","S3R0004 - Share of persons living at risk of poverty or social exclusion","S3R0004 - Asmenys, gyvenantys skurdo rizikoje ar socialineje atskirtyje","Counties (2008 - 2017) (Was renewed: 2018-08-13)","Apskritys (2008 - 2017) (Atnaujinta: 2018-08-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0004_M3080244(1.0)",FALSE,FALSE,NA,NA,"M3080244"
"6707","S3R0004_M3080246","LSD","S3R0004 - Share of persons living at risk of poverty or social exclusion","S3R0004 - Asmenys, gyvenantys skurdo rizikoje ar socialineje atskirtyje","Sex (2008 - 2017) (Was renewed: 2018-08-13)","Lytis (2008 - 2017) (Atnaujinta: 2018-08-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0004_M3080246(1.0)",FALSE,FALSE,NA,NA,"M3080246"
"6708","S8R828_M4070315","LSD","S8R828 - Composition of turnover (VAT excluded) of wholesale and retail trade and repair of motor vehicles and motorcycles enterprises at current prices","S8R828 - Varikliniu transporto priemoniu ir motociklu didmenines ir mažmenines prekybos bei remonto imoniu apyvartos (be PVM) sudetis to meto kainomis","Classification of Products by Activity (CPA 2008) (2010 - 2015) (Was renewed: 2016-09-13)","Produktu pagal veiklos ruši klasifikatorius (CPA 2008) (2010 - 2015) (Atnaujinta: 2016-09-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R828_M4070315(1.0)",FALSE,FALSE,NA,NA,"M4070315"
"6709","S3R0005_M3080505","LSD","S3R0005 - Households with adequate electrical, plumbing/water installations in the dwelling","S3R0005 - Namu ukiai, gyvenantys bustuose su techniškai tvarkinga elektros, santechnikos ir vandentiekio iranga","Electrical, plumbing/water installations | Place of residence (2012 - 2012) (Not be renewed)","Elektros, santechnikos ir vandentiekio iranga | Gyvenamoji vietove (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0005_M3080505(1.0)",FALSE,FALSE,NA,NA,"M3080505"
"6710","S3R0005_M3080506","LSD","S3R0005 - Households with adequate electrical, plumbing/water installations in the dwelling","S3R0005 - Namu ukiai, gyvenantys bustuose su techniškai tvarkinga elektros, santechnikos ir vandentiekio iranga","Electrical, plumbing/water installations | Type of household (2012 - 2012) (Not be renewed)","Elektros, santechnikos ir vandentiekio iranga | Namu ukio tipas (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0005_M3080506(1.0)",FALSE,FALSE,NA,NA,"M3080506"
"6711","S3R0005_M3080507","LSD","S3R0005 - Households with adequate electrical, plumbing/water installations in the dwelling","S3R0005 - Namu ukiai, gyvenantys bustuose su techniškai tvarkinga elektros, santechnikos ir vandentiekio iranga","Electrical, plumbing/water installations | Type of dwelling (2012 - 2012) (Not be renewed)","Busto tipas | Elektros, santechnikos ir vandentiekio iranga (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0005_M3080507(1.0)",FALSE,FALSE,NA,NA,"M3080507"
"6712","S3R0005_M3080508","LSD","S3R0005 - Households with adequate electrical, plumbing/water installations in the dwelling","S3R0005 - Namu ukiai, gyvenantys bustuose su techniškai tvarkinga elektros, santechnikos ir vandentiekio iranga","Electrical, plumbing/water installations | Income quintile groups (2012 - 2012) (Not be renewed)","Elektros, santechnikos ir vandentiekio iranga | Pajamu kvintilines grupes (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0005_M3080508(1.0)",FALSE,FALSE,NA,NA,"M3080508"
"6713","S3R0006_M3080501","LSD","S3R0006 - Households with shortage of space in the dwelling","S3R0006 - Namu ukiai, kuriems buste truksta gyvenamojo ploto","Place of residence (2012 - 2012) (Not be renewed)","Gyvenamoji vietove (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0006_M3080501(1.0)",FALSE,FALSE,NA,NA,"M3080501"
"6714","S3R0006_M3080502","LSD","S3R0006 - Households with shortage of space in the dwelling","S3R0006 - Namu ukiai, kuriems buste truksta gyvenamojo ploto","Type of household (2012 - 2012) (Not be renewed)","Namu ukio tipas (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0006_M3080502(1.0)",FALSE,FALSE,NA,NA,"M3080502"
"6715","S3R0006_M3080503","LSD","S3R0006 - Households with shortage of space in the dwelling","S3R0006 - Namu ukiai, kuriems buste truksta gyvenamojo ploto","Type of dwelling (2012 - 2012) (Not be renewed)","Busto tipas (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0006_M3080503(1.0)",FALSE,FALSE,NA,NA,"M3080503"
"6716","S3R0006_M3080504","LSD","S3R0006 - Households with shortage of space in the dwelling","S3R0006 - Namu ukiai, kuriems buste truksta gyvenamojo ploto","Income quintile groups (2012 - 2012) (Not be renewed)","Pajamu kvintilines grupes (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0006_M3080504(1.0)",FALSE,FALSE,NA,NA,"M3080504"
"6717","S3R0007_M3080523","LSD","S3R0007 - Households by heating facilities in the dwelling","S3R0007 - Namu ukiai pagal buste naudojama šildymo iranga","Heating facilities | Place of residence (2012 - 2012) (Not be renewed)","Gyvenamoji vietove | Šildymo iranga (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0007_M3080523(1.0)",FALSE,FALSE,NA,NA,"M3080523"
"6718","S3R0007_M3080524","LSD","S3R0007 - Households by heating facilities in the dwelling","S3R0007 - Namu ukiai pagal buste naudojama šildymo iranga","Heating facilities | Type of household (2012 - 2012) (Not be renewed)","Namu ukio tipas | Šildymo iranga (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0007_M3080524(1.0)",FALSE,FALSE,NA,NA,"M3080524"
"6719","S3R0007_M3080525","LSD","S3R0007 - Households by heating facilities in the dwelling","S3R0007 - Namu ukiai pagal buste naudojama šildymo iranga","Heating facilities | Type of dwelling (2012 - 2012) (Not be renewed)","Busto tipas | Šildymo iranga (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0007_M3080525(1.0)",FALSE,FALSE,NA,NA,"M3080525"
"6720","S3R0007_M3080526","LSD","S3R0007 - Households by heating facilities in the dwelling","S3R0007 - Namu ukiai pagal buste naudojama šildymo iranga","Heating facilities | Income quintile groups (2012 - 2012) (Not be renewed)","Pajamu kvintilines grupes | Šildymo iranga (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0007_M3080526(1.0)",FALSE,FALSE,NA,NA,"M3080526"
"6721","S3R0008_M3080509","LSD","S3R0008 - Households by living conditions in the dwelling","S3R0008 - Namu ukiai pagal gyvenimo salygas buste","Living conditions  in the dwelling | Place of residence (2012 - 2012) (Not be renewed)","Gyvenamoji vietove | Gyvenimo salygas buste (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0008_M3080509(1.0)",FALSE,FALSE,NA,NA,"M3080509"
"6722","S3R0008_M3080510","LSD","S3R0008 - Households by living conditions in the dwelling","S3R0008 - Namu ukiai pagal gyvenimo salygas buste","Living conditions  in the dwelling | Type of household (2012 - 2012) (Not be renewed)","Gyvenimo salygas buste | Namu ukio tipas (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0008_M3080510(1.0)",FALSE,FALSE,NA,NA,"M3080510"
"6723","S3R0008_M3080511","LSD","S3R0008 - Households by living conditions in the dwelling","S3R0008 - Namu ukiai pagal gyvenimo salygas buste","Living conditions  in the dwelling | Type of dwelling (2012 - 2012) (Not be renewed)","Busto tipas | Gyvenimo salygas buste (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0008_M3080511(1.0)",FALSE,FALSE,NA,NA,"M3080511"
"6724","S3R0008_M3080512","LSD","S3R0008 - Households by living conditions in the dwelling","S3R0008 - Namu ukiai pagal gyvenimo salygas buste","Income quintile groups | Living conditions  in the dwelling (2012 - 2012) (Not be renewed)","Gyvenimo salygas buste | Pajamu kvintilines grupes (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0008_M3080512(1.0)",FALSE,FALSE,NA,NA,"M3080512"
"6725","S3R0009_M3080520","LSD","S3R0009 - Households plans to change the dwelling in the next 6 months","S3R0009 - Namu ukiu ketinimai keisti busta per artimiausius 6 menesius","Housing change | Place of residence (2012 - 2012) (Not be renewed)","Busto keitimas | Gyvenamoji vietove (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0009_M3080520(1.0)",FALSE,FALSE,NA,NA,"M3080520"
"6726","S3R0009_M3080521","LSD","S3R0009 - Households plans to change the dwelling in the next 6 months","S3R0009 - Namu ukiu ketinimai keisti busta per artimiausius 6 menesius","Housing change | Type of household (2012 - 2012) (Not be renewed)","Busto keitimas | Namu ukio tipas (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0009_M3080521(1.0)",FALSE,FALSE,NA,NA,"M3080521"
"6727","S3R0009_M3080522","LSD","S3R0009 - Households plans to change the dwelling in the next 6 months","S3R0009 - Namu ukiu ketinimai keisti busta per artimiausius 6 menesius","Housing change | Income quintile groups (2012 - 2012) (Not be renewed)","Busto keitimas | Pajamu kvintilines grupes (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0009_M3080522(1.0)",FALSE,FALSE,NA,NA,"M3080522"
"6728","S3R0010_M3080517","LSD","S3R0010 - Households by service accessibility","S3R0010 - Namu ukiai pagal galimybe naudotis paslaugomis","Access | Place of residence | Services (2012 - 2012) (Not be renewed)","Galimybe | Gyvenamoji vietove | Paslaugos (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0010_M3080517(1.0)",FALSE,FALSE,NA,NA,"M3080517"
"6729","S3R0010_M3080518","LSD","S3R0010 - Households by service accessibility","S3R0010 - Namu ukiai pagal galimybe naudotis paslaugomis","Access | Services | Type of household (2012 - 2012) (Not be renewed)","Galimybe | Namu ukio tipas | Paslaugos (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0010_M3080518(1.0)",FALSE,FALSE,NA,NA,"M3080518"
"6730","S3R0010_M3080519","LSD","S3R0010 - Households by service accessibility","S3R0010 - Namu ukiai pagal galimybe naudotis paslaugomis","Access | Income quintile groups | Services (2012 - 2012) (Not be renewed)","Galimybe | Pajamu kvintilines grupes | Paslaugos (2012 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0010_M3080519(1.0)",FALSE,FALSE,NA,NA,"M3080519"
